,SK_ID_CURR,TARGET
245,101117,0
246,101127,1
247,101131,0
248,101133,0
249,101142,1
250,101144,0
251,101147,1
252,101152,0
253,101154,0
254,101155,0
255,101161,0
256,101165,1
257,101166,0
258,101171,0
259,101173,0
260,101175,0
261,101185,0
262,101201,1
263,101207,0
264,101215,0
265,101218,0
266,101219,0
267,101220,0
268,101221,0
269,101228,0
270,101233,0
271,101234,0
272,101240,0
273,101257,0
274,101273,0
275,101275,0
276,101283,0
277,101284,0
278,101306,0
279,101310,0
280,101325,0
281,101333,0
282,101334,0
283,101339,0
284,101342,0
285,101344,0
286,101358,0
287,101359,0
288,101361,0
289,101370,0
290,101375,0
291,101376,0
292,101384,0
293,101389,0
294,101391,0
295,101402,0
296,101403,0
297,101411,0
298,101415,0
299,101417,0
300,101430,0
301,101433,0
302,101441,0
303,101452,0
304,101453,0
305,101456,0
306,101471,0
307,101473,0
308,101474,1
309,101476,0
310,101479,0
311,101486,0
312,101491,0
313,101500,0
314,101501,0
315,101502,0
316,101519,0
317,101520,0
318,101521,0
319,101524,0
320,101525,0
321,101534,0
322,101541,1
323,101545,0
324,101546,0
325,101549,0
326,101554,0
327,101557,0
328,101558,0
329,101559,1
330,101560,0
331,101561,0
332,101562,0
333,101564,1
334,101566,0
335,101569,0
336,101574,1
337,101590,0
338,101591,0
339,101593,0
340,101594,0
341,101595,0
342,101600,0
343,101603,0
344,101605,0
345,101606,0
346,101609,0
347,101613,0
348,101626,0
349,101627,0
350,101637,0
351,101642,0
352,101647,0
353,101660,0
354,101661,0
355,101664,0
356,101690,0
357,101693,0
358,101696,0
359,101705,1
360,101706,0
361,101707,0
362,101708,0
363,101713,0
364,101718,0
365,101722,0
366,101730,1
367,101731,0
368,101735,0
369,101737,0
370,101738,0
371,101740,0
372,101746,0
373,101747,0
374,101752,0
375,101755,0
376,101761,0
377,101765,0
378,101766,0
379,101787,0
380,101790,0
381,101793,0
382,101794,0
383,101796,1
384,101797,0
385,101802,0
386,101806,0
387,101808,0
388,101826,0
389,101839,0
390,101841,0
391,101843,0
392,101844,0
393,101847,0
394,101848,0
395,101858,0
396,101859,1
397,101866,0
398,101875,0
399,101882,0
400,101888,0
401,101893,0
402,101904,0
403,101910,0
404,101919,0
405,101926,0
406,101929,1
407,101937,0
408,101942,0
409,101950,1
410,101951,0
411,101955,0
412,101956,0
413,101957,0
414,101958,0
415,101960,0
416,101980,1
417,101982,0
418,101983,1
419,101987,0
420,101994,0
421,102000,0
422,102001,0
423,102011,0
424,102015,0
425,102020,1
426,102032,0
427,102036,0
428,102040,0
429,102043,0
430,102046,0
431,102060,0
432,102061,0
433,102063,0
434,102081,0
435,102083,1
436,102085,0
437,102086,0
438,102087,0
439,102088,0
440,102094,0
441,102103,0
442,102124,0
443,102129,0
444,102130,0
445,102135,1
446,102140,0
447,102141,0
448,102142,0
449,102150,0
450,102152,0
451,102163,0
452,102169,0
453,102170,0
454,102179,0
455,102181,0
456,102182,0
457,102192,0
458,102196,0
459,102199,0
460,102203,0
461,102207,0
462,102208,1
463,102211,0
464,102224,0
465,102227,0
466,102233,0
467,102239,0
468,102246,0
469,102250,0
470,102251,0
471,102261,0
472,102268,0
473,102270,0
474,102277,0
475,102279,1
476,102284,0
477,102287,0
478,102291,0
479,102292,0
480,102299,0
481,102301,0
482,102304,0
483,102312,0
484,102313,0
485,102321,0
486,102326,0
487,102332,0
488,102333,0
489,102336,0
490,102348,0
491,102349,0
492,102355,0
493,102358,0
494,102359,0
495,102360,0
496,102361,0
497,102362,0
498,102363,0
499,102372,0
500,102381,0
501,102383,0
502,102384,0
503,102385,0
504,102386,0
505,102392,1
506,102397,0
507,102401,0
508,102412,0
509,102417,0
510,102418,0
511,102431,0
512,102433,0
513,102466,0
514,102472,0
515,102477,0
516,102485,0
517,102493,0
518,102496,0
519,102504,0
520,102513,0
521,102515,0
522,102516,0
523,102518,0
524,102524,1
525,102526,0
526,102530,0
527,102537,0
528,102540,0
529,102541,0
530,102546,0
531,102548,0
532,102550,0
533,102552,0
534,102553,0
535,102554,0
536,102565,0
537,102570,0
538,102572,0
539,102573,0
540,102574,1
541,102577,0
542,102578,1
543,102585,0
544,102591,0
545,102593,0
546,102602,0
547,102610,0
548,102619,0
549,102624,1
550,102625,0
551,102626,0
552,102631,0
553,102633,0
554,102636,0
555,102639,0
556,102643,0
557,102646,0
558,102651,0
559,102656,1
560,102667,0
561,102668,0
562,102677,0
563,102678,0
564,102679,1
565,102681,1
566,102686,0
567,102691,0
568,102705,0
569,102707,0
570,102718,0
571,102723,0
572,102730,0
573,102732,0
574,102734,0
575,102736,0
576,102737,0
577,102741,0
578,102747,0
579,102768,1
580,102769,0
581,102774,0
582,102777,0
583,102778,0
584,102779,0
585,102781,0
586,102785,0
587,102787,0
588,102788,0
589,102793,0
590,102803,0
591,102808,0
592,102812,0
593,102819,0
594,102821,0
595,102823,0
596,102824,0
597,102831,0
598,102834,0
599,102841,0
600,102842,0
601,102849,0
602,102850,0
603,102858,0
604,102873,0
605,102885,0
606,102890,0
607,102893,0
608,102906,0
609,102913,0
610,102928,0
611,102934,0
612,102936,0
613,102938,0
614,102941,1
615,102953,0
616,102956,0
617,102961,0
618,102962,0
619,102970,0
620,102972,0
621,102984,0
622,102986,0
623,102998,0
624,103007,0
625,103009,0
626,103015,0
627,103024,0
628,103026,0
629,103033,0
630,103043,0
631,103047,0
632,103048,0
633,103055,0
634,103058,0
635,103066,0
636,103080,0
637,103089,0
638,103091,0
639,103094,0
640,103099,0
641,103110,0
642,103115,0
643,103122,0
644,103126,0
645,103128,0
646,103139,0
647,103149,0
648,103153,0
649,103161,0
650,103165,0
651,103167,0
652,103174,0
653,103178,0
654,103179,0
655,103189,0
656,103191,0
657,103200,0
658,103210,0
659,103213,0
660,103223,0
661,103233,0
662,103236,0
663,103237,0
664,103245,0
665,103261,0
666,103266,0
667,103270,1
668,103275,0
669,103276,0
670,103278,0
671,103285,0
672,103293,0
673,103294,0
674,103299,0
675,103310,1
676,103312,0
677,103314,0
678,103321,0
679,103326,0
680,103327,0
681,103328,0
682,103331,0
683,103333,0
684,103340,0
685,103343,0
686,103349,0
687,103354,0
688,103358,0
689,103360,0
690,103362,0
691,103364,0
692,103374,0
693,103375,0
694,103379,0
695,103380,1
696,103382,0
697,103386,0
698,103391,0
699,103399,0
700,103401,0
701,103403,0
702,103405,1
703,103411,0
704,103413,0
705,103417,0
706,103423,0
707,103425,0
708,103434,0
709,103438,1
710,103439,1
711,103445,0
712,103464,0
713,103467,0
714,103469,0
715,103477,1
716,103488,0
717,103489,0
718,103491,0
719,103495,0
720,103505,0
721,103506,0
722,103508,0
723,103510,0
724,103518,1
725,103519,0
726,103521,0
727,103527,0
728,103528,0
729,103543,1
730,103547,0
731,103552,0
732,103554,0
733,103555,1
734,103559,0
735,103561,0
736,103565,0
737,103587,0
738,103590,0
739,103602,0
740,103611,0
741,103619,0
742,103623,0
743,103630,0
744,103637,0
745,103661,0
746,103667,1
747,103670,0
748,103671,0
749,103677,0
750,103688,0
751,103693,0
752,103698,1
753,103707,0
754,103709,0
755,103729,0
756,103730,0
757,103739,1
758,103746,0
759,103754,0
760,103757,0
761,103761,0
762,103765,0
763,103767,0
764,103776,0
765,103778,0
766,103779,0
767,103786,0
768,103793,1
769,103795,0
770,103798,0
771,103801,0
772,103821,1
773,103822,0
774,103827,0
775,103833,0
776,103839,0
777,103844,0
778,103846,0
779,103859,0
780,103860,0
781,103863,0
782,103864,0
783,103867,0
784,103868,0
785,103869,0
786,103872,0
787,103874,0
788,103886,0
789,103887,0
790,103889,1
791,103890,0
792,103894,0
793,103896,0
794,103897,0
795,103898,0
796,103902,0
797,103906,0
798,103910,0
799,103912,0
800,103917,1
801,103919,0
802,103920,0
803,103926,0
804,103928,0
805,103931,0
806,103942,0
807,103951,0
808,103969,0
809,103991,0
810,103992,0
811,103994,1
812,103995,0
813,104000,1
814,104001,0
815,104003,0
816,104008,0
817,104011,0
818,104018,0
819,104023,0
820,104024,0
821,104060,0
822,104070,1
823,104074,0
824,104075,0
825,104081,0
826,104090,1
827,104094,0
828,104099,0
829,104117,0
830,104129,0
831,104130,0
832,104133,0
833,104138,0
834,104141,0
835,104143,0
836,104144,0
837,104146,0
838,104151,0
839,104152,0
840,104158,0
841,104169,0
842,104174,0
843,104177,0
844,104181,0
845,104182,0
846,104194,0
847,104199,0
848,104201,0
849,104212,0
850,104213,0
851,104214,0
852,104227,0
853,104231,0
854,104232,0
855,104235,0
856,104239,0
857,104243,0
858,104249,0
859,104251,0
860,104259,0
861,104264,0
862,104291,1
863,104293,0
864,104307,0
865,104314,0
866,104322,0
867,104323,0
868,104331,0
869,104336,0
870,104337,0
871,104340,0
872,104342,0
873,104347,0
874,104349,0
875,104361,0
876,104363,0
877,104371,0
878,104378,0
879,104382,0
880,104385,0
881,104386,1
882,104387,0
883,104388,0
884,104389,0
885,104393,0
886,104399,0
887,104404,0
888,104416,0
889,104421,0
890,104428,0
891,104433,0
892,104442,1
893,104444,0
894,104448,0
895,104454,0
896,104455,0
897,104462,0
898,104463,0
899,104468,0
900,104470,0
901,104471,0
902,104474,0
903,104488,1
904,104492,0
905,104493,0
906,104504,0
907,104525,0
908,104536,0
909,104545,0
910,104548,0
911,104550,0
912,104551,0
913,104556,0
914,104558,1
915,104561,0
916,104566,0
917,104567,0
918,104575,0
919,104581,0
920,104592,0
921,104597,0
922,104605,0
923,104606,0
924,104609,0
925,104614,0
926,104615,0
927,104628,0
928,104638,0
929,104642,0
930,104648,0
931,104653,0
932,104655,0
933,104660,0
934,104661,0
935,104665,0
936,104674,0
937,104695,0
938,104705,0
939,104723,0
940,104727,0
941,104729,0
942,104732,0
943,104738,0
944,104756,0
945,104758,0
946,104763,0
947,104765,0
948,104782,0
949,104786,0
950,104787,0
951,104792,0
952,104802,0
953,104804,0
954,104805,0
955,104808,0
956,104813,0
957,104818,0
958,104823,0
959,104824,1
960,104841,0
961,104843,0
962,104854,0
963,104855,0
964,104859,0
965,104867,0
966,104869,0
967,104875,0
968,104882,0
969,104883,0
970,104886,0
971,104887,0
972,104889,0
973,104890,0
974,104891,0
975,104892,0
976,104895,0
977,104901,0
978,104903,0
979,104905,0
980,104909,0
981,104925,0
982,104929,0
983,104935,0
984,104940,0
985,104941,0
986,104944,1
987,104946,0
988,104952,0
989,104955,0
990,104960,0
991,104968,0
992,104970,1
993,104982,0
994,104986,0
995,104987,0
996,104995,0
997,104997,0
998,104999,0
999,105002,0
1000,105003,0
1001,105007,0
1002,105014,0
1003,105016,0
1004,105036,0
1005,105040,0
1006,105048,0
1007,105050,0
1008,105058,0
1009,105063,0
1010,105066,0
1011,105069,0
1012,105076,0
1013,105078,0
1014,105080,0
1015,105087,0
1016,105102,0
1017,105104,0
1018,105113,1
1019,105118,0
1020,105127,0
1021,105129,0
1022,105136,0
1023,105138,0
1024,105148,0
1025,105149,0
1026,105150,0
1027,105158,0
1028,105159,0
1029,105161,0
1030,105162,0
1031,105165,0
1032,105175,0
1033,105181,1
1034,105189,0
1035,105198,0
1036,105212,0
1037,105218,0
1038,105225,0
1039,105236,0
1040,105238,0
1041,105241,0
1042,105250,0
1043,105252,0
1044,105254,0
1045,105262,0
1046,105264,0
1047,105269,0
1048,105270,0
1049,105284,0
1050,105285,0
1051,105288,0
1052,105290,0
1053,105291,0
1054,105299,0
1055,105300,0
1056,105303,0
1057,105304,0
1058,105307,0
1059,105313,0
1060,105315,0
1061,105322,0
1062,105328,0
1063,105330,0
1064,105337,0
1065,105347,0
1066,105350,0
1067,105352,0
1068,105361,0
1069,105378,0
1070,105379,1
1071,105381,0
1072,105383,1
1073,105389,0
1074,105392,0
1075,105398,0
1076,105400,0
1077,105401,0
1078,105426,0
1079,105429,0
1080,105444,1
1081,105445,0
1082,105448,0
1083,105449,0
1084,105453,0
1085,105463,0
1086,105479,0
1087,105480,0
1088,105481,0
1089,105482,0
1090,105484,0
1091,105494,0
1092,105499,0
1093,105503,0
1094,105505,0
1095,105506,1
1096,105511,0
1097,105513,0
1098,105520,0
1099,105525,0
1100,105530,0
1101,105536,0
1102,105538,0
1103,105541,0
1104,105543,0
1105,105544,1
1106,105547,0
1107,105551,0
1108,105561,0
1109,105563,0
1110,105567,0
1111,105572,0
1112,105575,0
1113,105586,0
1114,105596,0
1115,105597,0
1116,105598,0
1117,105599,0
1118,105604,0
1119,105607,0
1120,105613,0
1121,105616,0
1122,105626,0
1123,105628,0
1124,105631,0
1125,105632,1
1126,105639,1
1127,105640,1
1128,105642,0
1129,105651,0
1130,105656,0
1131,105661,0
1132,105663,0
1133,105664,0
1134,105670,0
1135,105671,0
1136,105673,0
1137,105676,0
1138,105677,0
1139,105684,0
1140,105688,1
1141,105694,0
1142,105698,0
1143,105700,0
1144,105704,1
1145,105707,0
1146,105714,1
1147,105721,0
1148,105724,0
1149,105728,0
1150,105753,0
1151,105763,0
1152,105777,0
1153,105778,0
1154,105779,0
1155,105782,0
1156,105783,0
1157,105788,1
1158,105798,1
1159,105799,0
1160,105800,0
1161,105811,0
1162,105813,0
1163,105814,0
1164,105822,0
1165,105827,0
1166,105828,0
1167,105830,0
1168,105833,0
1169,105835,0
1170,105840,0
1171,105842,0
1172,105843,0
1173,105845,0
1174,105857,0
1175,105868,0
1176,105876,0
1177,105878,0
1178,105892,0
1179,105895,0
1180,105896,0
1181,105897,0
1182,105904,0
1183,105907,0
1184,105914,0
1185,105917,1
1186,105921,1
1187,105934,0
1188,105940,0
1189,105941,0
1190,105943,0
1191,105945,0
1192,105951,0
1193,105952,0
1194,105970,0
1195,105980,0
1196,105993,0
1197,105994,0
1198,106002,0
1199,106004,0
1200,106007,0
1201,106033,0
1202,106034,0
1203,106045,0
1204,106046,0
1205,106047,0
1206,106051,0
1207,106057,0
1208,106060,0
1209,106063,0
1210,106064,0
1211,106070,0
1212,106074,1
1213,106078,0
1214,106079,0
1215,106080,0
1216,106089,0
1217,106094,0
1218,106097,0
1219,106104,1
1220,106108,0
1221,106112,0
1222,106119,0
1223,106125,0
1224,106126,0
1225,106138,0
1226,106154,0
1227,106160,0
1228,106167,0
1229,106168,0
1230,106172,0
1231,106173,0
1232,106177,0
1233,106178,0
1234,106192,0
1235,106193,0
1236,106213,0
1237,106220,0
1238,106227,0
1239,106237,0
1240,106240,0
1241,106244,0
1242,106250,0
1243,106253,0
1244,106255,0
1245,106263,0
1246,106269,0
1247,106270,0
1248,106278,0
1249,106282,0
1250,106289,0
1251,106291,0
1252,106292,0
1253,106303,0
1254,106304,0
1255,106306,0
1256,106309,0
1257,106310,0
1258,106318,0
1259,106328,0
1260,106331,0
1261,106335,0
1262,106338,0
1263,106340,0
1264,106350,0
1265,106352,0
1266,106361,0
1267,106365,0
1268,106367,0
1269,106371,0
1270,106379,0
1271,106381,1
1272,106385,0
1273,106389,0
1274,106398,0
1275,106400,0
1276,106404,0
1277,106407,0
1278,106408,0
1279,106419,0
1280,106425,0
1281,106430,1
1282,106435,0
1283,106436,0
1284,106443,0
1285,106446,0
1286,106449,0
1287,106461,0
1288,106463,0
1289,106471,0
1290,106473,0
1291,106474,0
1292,106480,0
1293,106481,0
1294,106495,0
1295,106499,0
1296,106502,1
1297,106504,0
1298,106509,0
1299,106510,0
1300,106511,0
1301,106521,0
1302,106524,0
1303,106532,0
1304,106538,0
1305,106539,0
1306,106540,0
1307,106545,0
1308,106548,0
1309,106554,0
1310,106555,0
1311,106558,0
1312,106563,1
1313,106572,0
1314,106583,0
1315,106584,0
1316,106598,0
1317,106600,0
1318,106604,0
1319,106605,0
1320,106606,0
1321,106614,0
1322,106621,0
1323,106626,0
1324,106630,0
1325,106633,0
1326,106636,0
1327,106639,0
1328,106646,0
1329,106656,0
1330,106659,1
1331,106662,0
1332,106664,0
1333,106676,0
1334,106679,0
1335,106681,0
1336,106684,0
1337,106689,0
1338,106693,0
1339,106694,0
1340,106697,1
1341,106698,0
1342,106703,0
1343,106708,0
1344,106725,1
1345,106729,0
1346,106745,0
1347,106749,0
1348,106758,1
1349,106759,0
1350,106765,0
1351,106767,0
1352,106769,0
1353,106770,0
1354,106777,0
1355,106778,0
1356,106779,0
1357,106781,0
1358,106783,0
1359,106794,0
1360,106806,1
1361,106807,0
1362,106809,0
1363,106832,0
1364,106839,1
1365,106843,0
1366,106847,0
1367,106848,0
1368,106849,0
1369,106850,0
1370,106855,0
1371,106856,0
1372,106860,0
1373,106862,0
1374,106864,0
1375,106870,0
1376,106872,0
1377,106874,0
1378,106879,0
1379,106883,0
1380,106884,1
1381,106894,0
1382,106901,0
1383,106910,0
1384,106915,0
1385,106927,0
1386,106929,0
1387,106946,0
1388,106960,0
1389,106961,0
1390,106962,0
1391,106968,0
1392,106969,0
1393,106970,0
1394,106971,1
1395,106975,0
1396,106984,0
1397,106992,0
1398,106998,0
1399,107006,0
1400,107008,1
1401,107012,0
1402,107015,0
1403,107019,0
1404,107028,0
1405,107032,0
1406,107046,0
1407,107054,0
1408,107056,0
1409,107059,0
1410,107060,0
1411,107065,0
1412,107066,0
1413,107067,0
1414,107083,0
1415,107089,0
1416,107095,0
1417,107100,0
1418,107102,0
1419,107103,0
1420,107105,0
1421,107107,0
1422,107108,0
1423,107109,0
1424,107110,1
1425,107111,0
1426,107112,0
1427,107116,0
1428,107118,0
1429,107127,0
1430,107133,0
1431,107137,0
1432,107140,0
1433,107142,0
1434,107143,0
1435,107147,0
1436,107149,0
1437,107151,0
1438,107153,0
1439,107154,0
1440,107155,0
1441,107157,1
1442,107161,0
1443,107167,0
1444,107173,0
1445,107178,1
1446,107181,0
1447,107185,0
1448,107187,0
1449,107195,1
1450,107196,0
1451,107199,0
1452,107209,0
1453,107210,0
1454,107211,1
1455,107212,0
1456,107225,0
1457,107228,0
1458,107229,0
1459,107231,0
1460,107235,0
1461,107244,0
1462,107272,0
1463,107274,0
1464,107277,0
1465,107282,0
1466,107283,0
1467,107289,0
1468,107292,0
1469,107293,0
1470,107299,0
1471,107302,0
1472,107316,0
1473,107317,0
1474,107322,0
1475,107327,0
1476,107328,1
1477,107344,0
1478,107346,0
1479,107348,0
1480,107352,0
1481,107357,0
1482,107358,0
1483,107363,0
1484,107364,0
1485,107365,0
1486,107375,0
1487,107378,0
1488,107380,0
1489,107381,0
1490,107383,0
1491,107386,0
1492,107389,0
1493,107397,0
1494,107404,0
1495,107411,0
1496,107413,0
1497,107414,0
1498,107420,0
1499,107432,0
1500,107434,0
1501,107442,0
1502,107457,0
1503,107461,0
1504,107462,0
1505,107466,0
1506,107473,0
1507,107477,0
1508,107486,0
1509,107491,0
1510,107494,0
1511,107497,0
1512,107501,0
1513,107505,0
1514,107506,0
1515,107516,0
1516,107517,0
1517,107522,0
1518,107524,0
1519,107525,0
1520,107529,0
1521,107541,0
1522,107545,0
1523,107546,0
1524,107548,0
1525,107549,0
1526,107562,0
1527,107568,1
1528,107572,0
1529,107576,0
1530,107577,0
1531,107579,0
1532,107580,0
1533,107581,1
1534,107584,0
1535,107592,1
1536,107603,0
1537,107611,0
1538,107613,0
1539,107618,0
1540,107620,0
1541,107621,0
1542,107622,0
1543,107623,0
1544,107644,0
1545,107656,0
1546,107659,0
1547,107667,0
1548,107673,0
1549,107674,0
1550,107675,0
1551,107676,0
1552,107679,0
1553,107688,0
1554,107689,0
1555,107690,0
1556,107695,0
1557,107696,0
1558,107702,0
1559,107705,0
1560,107713,0
1561,107715,0
1562,107719,1
1563,107726,0
1564,107731,0
1565,107735,0
1566,107736,1
1567,107737,0
1568,107738,0
1569,107743,0
1570,107744,0
1571,107751,0
1572,107753,0
1573,107754,0
1574,107767,0
1575,107773,0
1576,107777,0
1577,107780,0
1578,107781,1
1579,107786,0
1580,107792,0
1581,107799,0
1582,107806,0
1583,107809,0
1584,107810,0
1585,107812,0
1586,107814,0
1587,107823,0
1588,107827,0
1589,107831,0
1590,107835,0
1591,107840,0
1592,107844,0
1593,107845,0
1594,107857,0
1595,107864,0
1596,107865,0
1597,107869,0
1598,107873,0
1599,107878,0
1600,107880,0
1601,107881,0
1602,107882,0
1603,107884,0
1604,107885,0
1605,107900,0
1606,107902,0
1607,107907,0
1608,107912,0
1609,107919,0
1610,107922,0
1611,107923,0
1612,107929,0
1613,107930,0
1614,107933,0
1615,107943,0
1616,107948,0
1617,107951,0
1618,107954,0
1619,107956,0
1620,107958,0
1621,107965,0
1622,107967,0
1623,107970,0
1624,107974,0
1625,107991,0
1626,107992,0
1627,108003,0
1628,108007,0
1629,108014,0
1630,108026,0
1631,108031,0
1632,108034,0
1633,108035,0
1634,108037,0
1635,108040,0
1636,108057,0
1637,108058,0
1638,108059,0
1639,108061,0
1640,108063,0
1641,108076,0
1642,108077,0
1643,108079,0
1644,108080,0
1645,108086,0
1646,108091,0
1647,108094,1
1648,108097,0
1649,108099,0
1650,108104,0
1651,108111,0
1652,108117,1
1653,108121,1
1654,108130,0
1655,108138,0
1656,108140,0
1657,108146,0
1658,108151,0
1659,108152,0
1660,108158,0
1661,108159,0
1662,108162,0
1663,108164,0
1664,108165,0
1665,108172,0
1666,108176,0
1667,108181,0
1668,108182,0
1669,108191,0
1670,108193,0
1671,108198,0
1672,108211,0
1673,108213,0
1674,108215,0
1675,108224,0
1676,108229,0
1677,108234,0
1678,108235,0
1679,108236,0
1680,108237,0
1681,108238,0
1682,108239,0
1683,108244,0
1684,108255,1
1685,108268,0
1686,108269,0
1687,108272,0
1688,108273,0
1689,108281,0
1690,108282,0
1691,108284,0
1692,108285,0
1693,108286,0
1694,108288,0
1695,108294,0
1696,108296,0
1697,108298,0
1698,108299,0
1699,108308,0
1700,108312,0
1701,108314,0
1702,108316,0
1703,108318,0
1704,108321,0
1705,108322,0
1706,108323,0
1707,108328,0
1708,108331,0
1709,108341,0
1710,108345,0
1711,108348,0
1712,108354,0
1713,108357,0
1714,108358,0
1715,108366,0
1716,108369,0
1717,108372,0
1718,108375,0
1719,108376,0
1720,108379,0
1721,108386,0
1722,108387,1
1723,108389,0
1724,108395,0
1725,108397,0
1726,108398,0
1727,108404,0
1728,108409,0
1729,108414,0
1730,108420,0
1731,108424,0
1732,108425,0
1733,108426,0
1734,108435,0
1735,108439,0
1736,108446,0
1737,108453,0
1738,108455,0
1739,108461,0
1740,108485,0
1741,108487,0
1742,108488,0
1743,108494,0
1744,108497,0
1745,108505,0
1746,108509,0
1747,108513,0
1748,108515,0
1749,108527,0
1750,108529,0
1751,108532,0
1752,108534,0
1753,108537,0
1754,108546,0
1755,108550,0
1756,108565,0
1757,108567,0
1758,108569,0
1759,108578,1
1760,108581,0
1761,108582,0
1762,108589,0
1763,108593,0
1764,108600,0
1765,108601,0
1766,108612,0
1767,108623,0
1768,108624,0
1769,108628,0
1770,108631,0
1771,108632,0
1772,108635,0
1773,108636,1
1774,108638,0
1775,108640,0
1776,108642,0
1777,108644,0
1778,108645,0
1779,108646,0
1780,108650,0
1781,108651,0
1782,108653,0
1783,108658,0
1784,108676,0
1785,108677,0
1786,108696,0
1787,108697,0
1788,108698,0
1789,108705,1
1790,108706,0
1791,108712,0
1792,108720,0
1793,108721,1
1794,108724,0
1795,108733,1
1796,108747,0
1797,108752,1
1798,108753,0
1799,108762,0
1800,108765,0
1801,108778,1
1802,108780,0
1803,108791,0
1804,108796,0
1805,108797,0
1806,108815,0
1807,108817,0
1808,108822,0
1809,108831,0
1810,108840,1
1811,108843,0
1812,108848,0
1813,108856,0
1814,108857,0
1815,108860,0
1816,108861,0
1817,108862,0
1818,108863,0
1819,108869,0
1820,108883,0
1821,108888,0
1822,108897,0
1823,108915,0
1824,108924,0
1825,108934,0
1826,108935,0
1827,108940,0
1828,108949,0
1829,108951,0
1830,108957,0
1831,108961,0
1832,108966,0
1833,108970,0
1834,108971,0
1835,108972,0
1836,108978,0
1837,108979,0
1838,108982,0
1839,108984,0
1840,108994,0
1841,108995,0
1842,108998,0
1843,109019,0
1844,109022,0
1845,109023,1
1846,109027,0
1847,109030,0
1848,109032,0
1849,109039,0
1850,109041,0
1851,109054,0
1852,109061,0
1853,109062,0
1854,109065,0
1855,109069,0
1856,109072,0
1857,109077,0
1858,109083,1
1859,109085,0
1860,109089,0
1861,109095,0
1862,109096,0
1863,109105,0
1864,109111,0
1865,109116,1
1866,109117,0
1867,109121,0
1868,109124,0
1869,109127,0
1870,109134,0
