SK_ID_CURR,LIVE_REGION_NOT_WORK_REGION,REG_REGION_NOT_LIVE_REGION,NAME_HOUSING_TYPE,FLAG_DOCUMENT_2,NAME_CONTRACT_TYPE,FLAG_DOCUMENT_19,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,NONLIVINGAPARTMENTS_MEDI,FLOORSMAX_MODE
278998,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.25
279005,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279010,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0,0.0
279013,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279019,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.0417
279020,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279023,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279024,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0194,0.125
279025,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279029,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0039,0.3333
279031,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279041,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
279049,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279050,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279051,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279052,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279055,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.125
279056,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0116,0.3333
279057,0,0,House / apartment,0,Cash loans,0,,,,
279069,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279071,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279075,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279081,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279083,0,0,House / apartment,0,Cash loans,0,,,,
279091,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
279092,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.125
279093,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279096,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279099,0,0,House / apartment,0,Revolving loans,0,,,,
279100,0,0,House / apartment,0,Revolving loans,0,,,,
279106,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279112,0,0,House / apartment,0,Cash loans,0,,,,
279119,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,0.1667
279140,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279141,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279148,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279152,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279162,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,
279184,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279190,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279192,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.3333
279193,0,0,House / apartment,0,Revolving loans,0,,,,0.375
279194,0,0,Rented apartment,0,Revolving loans,0,0.0,0.0,,0.0417
279196,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.125
279197,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279203,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.125
279206,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279207,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279209,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279210,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279212,0,1,Rented apartment,0,Cash loans,0,,,,
279216,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279220,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279221,0,0,With parents,0,Cash loans,0,0.0,0.0,,
279222,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279223,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.1667
279226,0,0,House / apartment,0,Cash loans,0,,,0.0,0.0833
279228,0,0,Rented apartment,0,Cash loans,0,,,,
279238,0,0,House / apartment,0,Cash loans,0,,,,
279240,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279242,0,0,House / apartment,0,Revolving loans,0,0.0,1.0,,
279243,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279245,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279247,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0233,0.4583
279248,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279253,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279254,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279255,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279259,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
279260,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.0417
279261,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279269,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279271,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279284,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279292,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279296,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.1667
279298,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0233,0.7083
279309,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0233,0.1667
279311,0,0,With parents,0,Cash loans,0,0.0,1.0,0.0,0.5833
279312,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279314,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279315,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279319,0,0,House / apartment,0,Cash loans,0,,,0.0,0.0417
279327,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279330,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279333,0,0,With parents,0,Cash loans,0,0.0,1.0,,0.0833
279337,0,0,Office apartment,0,Cash loans,0,,,,
279339,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
279340,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0116,0.1667
279343,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
279344,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,
279345,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279347,1,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0058,0.1667
279348,0,0,House / apartment,0,Cash loans,0,,,,0.0833
279349,0,0,House / apartment,0,Cash loans,0,,,,0.0417
279350,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279354,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.375
279359,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279368,0,0,Municipal apartment,0,Cash loans,0,,,,
279370,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,
279374,0,0,Municipal apartment,0,Revolving loans,0,0.0,0.0,0.0039,0.1667
279375,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279387,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
279395,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0155,0.875
279397,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279400,0,0,Municipal apartment,0,Revolving loans,0,0.0,0.0,,
279403,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279412,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279420,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279421,1,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
279422,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279424,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279431,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279432,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279444,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279446,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279451,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
279452,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279453,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
279454,0,0,House / apartment,0,Cash loans,0,,,,0.1667
279455,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,
279457,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279460,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0116,0.1667
279463,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279464,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279468,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279473,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279479,0,0,House / apartment,0,Revolving loans,0,0.0,1.0,0.0,0.1667
279480,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.125
279482,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279486,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279488,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279489,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279491,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279496,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279497,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279501,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279503,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279505,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
279507,0,0,House / apartment,0,Cash loans,0,,,,
279508,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.1667
279509,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279510,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
279515,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279517,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,0.3333
279522,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279523,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279525,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279527,1,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0,0.5417
279528,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279529,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0116,0.1667
279532,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279536,0,0,Municipal apartment,0,Cash loans,0,1.0,1.0,0.0,0.1667
279537,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,
279541,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279543,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279544,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.3333
279552,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279555,0,0,Co-op apartment,0,Cash loans,0,0.0,0.0,,
279560,0,1,With parents,0,Cash loans,0,,,,
279568,0,0,With parents,0,Cash loans,0,0.0,0.0,,
279574,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279576,0,0,House / apartment,0,Cash loans,0,,,,
279577,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0
279581,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279584,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279587,0,0,Co-op apartment,0,Cash loans,0,0.0,0.0,,
279588,0,0,House / apartment,0,Cash loans,0,,,,
279594,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0272,0.3333
279598,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.3333
279599,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279600,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279601,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
279605,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279613,0,0,With parents,0,Cash loans,0,0.0,0.0,,0.3333
279617,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279619,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.4167
279620,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
279625,0,1,House / apartment,0,Cash loans,0,,,,
279626,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0388,0.5417
279629,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,0.1667
279630,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279634,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279636,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.3333
279637,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0233,0.1667
279640,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.625
279641,1,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279647,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279649,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
279655,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0194,0.1667
279658,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279666,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279676,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279677,0,0,House / apartment,0,Revolving loans,0,,,,
279681,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279683,0,0,Rented apartment,0,Cash loans,0,0.0,2.0,,
279692,0,0,House / apartment,0,Revolving loans,0,0.0,1.0,0.0466,0.3333
279701,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279703,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.1667
279709,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279719,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0
279721,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279722,0,0,Office apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279728,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
279730,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.375
279734,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279741,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0427,0.7083
279743,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.375
279752,0,0,House / apartment,0,Cash loans,0,,,,
279763,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279764,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279765,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279766,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.4583
279768,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.2083
279770,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
279773,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279780,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0,0.0833
279789,0,0,With parents,0,Cash loans,0,0.0,0.0,,
279797,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
279798,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279799,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279811,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279812,0,1,House / apartment,0,Cash loans,0,0.0,0.0,,
279816,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0155,0.1667
279822,0,0,House / apartment,0,Revolving loans,0,,,,
279825,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0,0.0833
279833,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0388,0.1667
279836,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279841,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.1667
279842,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279844,0,0,House / apartment,0,Cash loans,0,1.0,4.0,0.0,0.1667
279851,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279855,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279860,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279868,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
279869,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
279871,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
279872,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
279875,1,0,House / apartment,0,Cash loans,0,,,,
279877,1,0,House / apartment,0,Cash loans,0,,,,
279881,0,0,House / apartment,0,Cash loans,0,,,,
279882,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279886,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,0.0417
279891,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279892,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279902,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,
279905,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279911,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279913,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279937,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279947,0,0,With parents,0,Cash loans,0,0.0,0.0,,
279949,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.5417
279950,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
279956,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
279957,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0039,0.0833
279961,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,
279963,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
279970,0,0,House / apartment,0,Cash loans,0,,,,
279972,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
279973,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0833
279974,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0039,0.1667
279975,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.375
279981,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0833
279986,0,0,House / apartment,0,Revolving loans,0,,,0.0039,0.3333
279987,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.375
279990,0,0,With parents,0,Cash loans,0,0.0,0.0,,
280000,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
280004,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
280013,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
280014,0,0,House / apartment,0,Revolving loans,0,,,0.0,0.1667
280015,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,
280019,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
